np,nn,delta,I,betaMinusQ,betaMinusQUncertainty,halflife_log_sec,halflife_log_sec_uncertainty,J_i,parity_i,flag_i,J_f,parity_f,flag_f,delta_J,delta_parity
68,107,0,0.22285714285714286,3.5622928644564746,0.048069854983264035,1.8573324964312685,0.10857362047581295,0.0,0,2,0.5,1,1,-1.0,0
22,34,-1,0.21428571428571427,3.829946695941636,0.012078012218611144,-0.7011469235902933,0.013094305987032718,0.0,1,0,1.0,1,0,1.0,1
24,38,-1,0.22580645161290322,3.884795363948981,0.0004184401853018293,-0.6861327796308466,0.023190482043377522,0.0,1,0,1.0,1,0,1.0,1
15,18,0,0.09090909090909091,2.3944516808262164,0.001908794295461873,6.340491706148248,0.001884512544747838,0.5,1,0,0.0,0,2,-1.0,0
72,109,0,0.20441988950276244,3.012837224705172,0.0008095586458779061,6.563777159047114,0.0006147126424674476,0.5,-1,0,0.0,0,2,-1.0,0
83,135,1,0.23853211009174313,3.6857417386022635,0.0024177218580181026,1.5185139398778875,0.013160438845553084,6.0,-1,1,0.0,1,0,6.0,-1
41,74,0,0.28695652173913044,4.133538908370218,0.020437387383682434,-1.6382721639824072,0.151058950227218,0.0,0,2,0.0,0,2,-1.0,0
56,89,0,0.22758620689655173,3.725094521081469,0.0012186417665458478,0.6009728956867483,0.02068068961444056,2.5,-1,0,2.5,1,1,0.0,-1
38,53,0,0.16483516483516483,3.429752280002408,0.0008459862770159998,4.542177858075681,0.0008973026485604377,2.5,1,0,0.5,-1,0,2.0,-1
34,56,-1,0.24444444444444444,3.9138138523837167,0.01742474201782559,-0.7099653886374819,0.1781720951397956,0.0,1,0,0.0,0,2,-1.0,0
83,131,1,0.22429906542056074,3.513217600067939,0.0014787327451307038,3.072837874663087,0.0004406844057871657,1.0,-1,0,0.0,1,0,1.0,-1
47,85,1,0.2878787878787879,4.204119982655925,0.013680276179952433,-1.5528419686577808,0.2093919823462107,0.0,0,2,0.0,1,0,-1.0,0
69,103,1,0.19767441860465115,3.27415784926368,0.0012659222132073511,5.359759616415701,0.001365705917934754,2.0,-1,0,0.0,0,2,-1.0,0
91,142,0,0.21888412017167383,2.7558748556724915,0.0015009826830691335,6.367475195833841,0.000209298545495543,1.5,-1,0,2.5,1,0,1.0,-1
52,79,0,0.20610687022900764,3.3483048630481607,0.00011821378946873266,3.1760912590556813,0.0017371779276130074,1.5,1,0,3.5,1,0,2.0,1
37,54,0,0.18681318681318682,3.7708520116421442,0.0006529139075392954,1.7634279935629373,0.0014975671789767303,1.5,-1,1,2.5,1,0,1.0,-1
83,133,1,0.23148148148148148,3.611723308007342,0.0011998845099038498,2.130333768495006,0.009650988486738928,6.0,-1,1,0.0,1,0,6.0,-1
40,64,-1,0.23076923076923078,3.784617292632875,0.0006760446122237811,-0.03526907894637064,0.013188986435239752,0.0,1,0,1.0,1,1,1.0,1
44,59,0,0.14563106796116504,2.8830933585756897,0.0012790086181705713,6.530320207808828,0.00012172240683200677,1.5,1,0,3.5,1,0,2.0,1
52,87,0,0.2517985611510791,3.9169800473203824,0.00028076665052825236,-0.1402614338028531,0.04858819479856823,0.0,0,2,3.5,1,1,-1.0,0
63,96,0,0.20754716981132076,3.399673721481038,0.0007543920084056486,3.035829825252828,0.002399417027089789,2.5,1,0,1.5,-1,0,1.0,-1
21,27,1,0.125,3.5998830720736876,0.0005390489297995136,5.19688330725694,0.0007948652151054712,6.0,1,0,0.0,0,2,-1.0,0
53,82,0,0.21481481481481482,3.419955748489758,0.0006308003501408447,4.37254380075907,0.001989135031617947,3.5,1,0,1.5,1,0,2.0,1
37,63,1,0.26,4.1303337684950066,0.0004761154320124538,-1.2839966563652008,0.016703633919355837,4.0,-1,1,0.0,1,0,4.0,-1
45,73,1,0.23728813559322035,4.021189299069938,0.0010050815152618112,-0.543633966870957,0.012148097395895154,1.0,1,1,0.0,1,0,1.0,1
46,78,-1,0.25806451612903225,3.8937617620579434,0.021686991369625985,-1.0268721464003014,0.018480616251202203,0.0,1,0,2.0,-1,1,2.0,-1
50,85,0,0.25925925925925924,3.9566485792052033,0.0001943527791942729,-0.28819277095880896,0.004216451280614095,0.0,0,2,3.5,1,1,-1.0,0
94,149,0,0.22633744855967078,2.762678563727436,0.0019652012825328493,4.251346159588581,0.0001752954518277505,3.5,1,0,2.5,-1,0,1.0,-1
25,42,0,0.2537313432835821,4.08278537031645,0.0071784211884835004,-1.3279021420642825,0.027720924376803308,0.0,0,2,0.0,0,2,-1.0,0
47,68,0,0.1826086956521739,3.4913616938342726,0.002549728893754575,3.0791812460476247,0.010857362047581294,0.5,-1,0,0.5,1,0,0.0,-1
30,41,0,0.15492957746478872,3.44870631990508,0.0004281123540469778,2.161966616364075,0.014356842376967003,0.5,-1,0,0.0,0,2,-1.0,0
21,25,1,0.08695652173913043,3.3729120029701067,0.0001225593749777821,6.859799219224032,0.000150278493403903,4.0,1,0,0.0,0,2,-1.0,0
49,77,1,0.2222222222222222,3.9138138523837167,0.0006037752553289111,0.1846914308175988,0.0028385260255114494,3.0,1,1,0.0,1,0,3.0,1
62,103,0,0.24848484848484848,3.857935264719429,0.02409400731779483,-0.21183162885883233,0.06365880027897827,0.0,0,2,0.0,0,2,-1.0,0
16,26,-1,0.23809523809523808,3.8567288903828825,0.0035999932018684015,0.006893707947900456,0.005556917583407749,0.0,1,0,2.0,-1,1,2.0,-1
93,146,0,0.2217573221757322,2.858537197569639,0.0005594097897091748,5.308652159925324,0.0005714886212327365,2.5,1,0,0.5,1,0,2.0,1
39,52,0,0.14285714285714285,3.187520720836463,0.000518897303053236,6.704114810529228,0.0006674607816136042,0.5,-1,0,0.0,0,2,-1.0,0
21,30,0,0.17647058823529413,3.8115750058705933,0.00017157312865313652,1.0969100130080565,0.0034743558552260147,3.5,-1,1,1.5,-1,0,2.0,1
28,43,0,0.2112676056338028,3.863322860120456,0.00015943961801379657,0.4065401804339551,0.006812462461227479,4.5,1,1,1.5,-1,0,3.0,-1
14,23,0,0.24324324324324326,4.093421685162235,0.004167826076329594,-0.8507808873446201,0.015400513542668503,2.5,-1,1,0.5,1,1,2.0,-1
35,50,0,0.17647058823529413,3.462397997898956,0.00054960715468446,2.246498580795801,0.008863152691903098,1.5,-1,0,4.5,1,0,3.0,-1
63,103,1,0.24096385542168675,3.8819549713396007,0.005699402649648974,0.11058971029924898,0.025249679180421616,0.0,0,2,0.0,1,0,-1.0,0
17,22,0,0.1282051282051282,3.53655844257153,0.0006678540143221517,3.527887565952705,0.004636595892205535,1.5,1,0,3.5,-1,0,2.0,-1
87,140,0,0.23348017621145375,3.3979400086720375,0.0010787874930476774,2.170848203643309,0.005274831764007106,0.5,1,0,1.5,1,0,1.0,1
99,156,0,0.2235294117647059,2.459392487759231,0.01523046620563487,6.536396814552581,0.013094305987032718,3.5,1,1,3.5,1,0,0.0,1
28,48,-1,0.2631578947368421,3.9439888750737717,0.014822337266322587,-0.6294869104014075,0.004996144444562335,0.0,1,0,3.0,-1,0,3.0,-1
23,36,0,0.22033898305084745,4.021189299069938,0.005666508954356713,-1.0177287669604316,0.01809560341263549,0.0,0,2,0.5,-1,1,-1.0,0
85,136,0,0.23076923076923078,3.3636119798921444,0.0028200940383328035,2.1398790864012365,0.037764737556804505,0.0,0,2,3.5,1,0,-1.0,0
50,86,-1,0.2647058823529412,3.9206450014067875,0.010427238461062468,-0.44977164694490596,0.015903741590823302,0.0,1,0,1.0,-1,1,1.0,-1
75,114,0,0.20634920634920634,3.0,0.003543842972330535,4.940117866747719,0.007178421188483501,2.5,1,0,4.5,-1,0,2.0,-1
59,97,1,0.24358974358974358,3.942008053022313,8.189553087318462e-05,-0.3526170298853802,0.005868844350043943,0.0,0,2,0.0,1,0,-1.0,0
11,15,1,0.15384615384615385,3.9708116108725178,0.00016257012691565576,0.029902997033496276,0.00010134943289878738,3.0,1,0,0.0,0,2,-1.0,0
27,35,1,0.12903225806451613,3.7259116322950483,0.0015102345705282252,1.9571281976768131,0.011504489586841107,2.0,1,1,0.0,0,2,-1.0,0
35,49,1,0.16666666666666666,3.667452952889954,0.0024002942333147463,3.2800317441387024,0.0009571981654038925,2.0,-1,0,0.0,0,2,-1.0,0
8,15,0,0.30434782608695654,4.05307844348342,0.0048425756389212146,-1.0177287669604316,0.03619120682527098,0.5,1,0,2.5,1,1,2.0,1
52,89,0,0.2624113475177305,3.9661417327390325,0.01878030192014062,-0.7144426909922262,0.03600368761892243,0.0,0,2,0.0,0,2,-1.0,0
58,99,0,0.2611464968152866,3.929418925714293,0.020437387383682438,-0.7569619513137056,0.10174899290304756,0.0,0,2,0.0,0,2,-1.0,0
49,69,1,0.1694915254237288,3.645422269349092,0.0007595240599801214,0.7323937598229685,0.02412747121684732,1.0,1,0,0.0,0,2,-1.0,0
6,12,-1,0.3333333333333333,4.071882007306125,0.0012955225222876666,-1.0362121726544447,0.009441184389201124,0.0,1,0,1.0,-1,0,1.0,-1
82,136,-1,0.24770642201834864,3.3820170425748683,0.054241758943103235,1.1760912590556813,0.20267075822151748,0.0,1,0,6.0,-1,1,6.0,-1
73,109,1,0.1978021978021978,3.2576785748691846,0.00036471138811764787,6.99647076248914,0.0004161213286066487,3.0,-1,0,0.0,0,2,-1.0,0
87,141,1,0.23684210526315788,3.6473829701146196,0.0006866547889551413,1.5797835966168101,0.011428802155348732,2.0,-1,0,0.0,1,0,2.0,-1
12,16,-1,0.14285714285714285,3.2624510897304293,6.288963808981516e-05,4.876760369683936,0.00018688263624811217,0.0,1,0,3.0,1,0,3.0,1
50,79,0,0.2248062015503876,3.6053050461411096,0.0029419948774091252,2.1264561134318045,0.007790035549834114,1.5,1,0,3.5,1,0,2.0,1
42,64,-1,0.20754716981132076,3.561101383649056,0.0018135373969586338,0.9410142437055697,0.005969683600044698,0.0,1,0,1.0,0,1,-1.0,0
30,54,-1,0.2857142857142857,4.086359830674748,0.014274761249442948,-1.27083521030723,0.0656303228249317,0.0,1,0,0.0,-1,1,0.0,-1
51,77,1,0.203125,3.639486489268586,0.0018626850485300018,4.512951079972491,0.0019195336216718312,8.0,-1,0,0.0,1,0,8.0,-1
72,111,0,0.21311475409836064,3.303196057420489,0.006482007192585847,3.5644766847737137,0.0012785902313147746,1.5,-1,1,3.5,1,0,2.0,-1
43,67,1,0.21818181818181817,3.9556877503135057,0.0006011828376290861,-0.040481623027001735,0.006197396558443768,2.0,0,1,0.0,1,0,-1.0,0
38,51,0,0.14606741573033707,3.1760912590556813,0.00010162490876536091,6.640320807753222,0.00025769055492677124,2.5,1,0,4.5,1,0,2.0,1
67,99,1,0.1927710843373494,3.2671717284030137,0.00018287318994736928,4.9845669155945025,0.00012960145684967226,0.0,-1,0,0.0,0,2,-1.0,0
91,147,1,0.23529411764705882,3.5538830266438746,0.0019288497939278502,2.1398790864012365,0.018882368778402252,3.0,-1,1,0.0,1,0,3.0,-1
43,76,0,0.2773109243697479,4.075546961392531,0.021276780079797965,-1.6575773191777938,0.059221974804988885,0.0,0,2,0.0,0,2,-1.0,0
49,88,0,0.2846715328467153,4.155336037465061,0.015185121744868945,-1.1870866433571443,0.23385087487098175,0.0,0,2,0.0,0,2,-1.0,0
22,31,0,0.16981132075471697,3.696356388733332,0.0003696309171933109,1.5145477526602862,0.011953059134951883,1.5,-1,0,3.5,-1,0,2.0,1
57,91,1,0.22972972972972974,3.885361220031512,0.0012666922388844843,0.14952701375434785,0.008618175402757654,2.0,-1,1,0.0,1,0,2.0,-1
28,50,-1,0.28205128205128205,3.9960736544852753,0.017529545182775046,-0.9129287940934646,0.01812521978483293,0.0,1,0,6.0,-1,1,6.0,-1
15,29,1,0.3181818181818182,4.307496037913213,0.008557526737009888,-1.739928612014925,0.019089867336406673,0.0,0,2,0.0,1,0,-1.0,0
35,53,1,0.20454545454545456,3.952792443044092,0.00019850695382422876,1.2132520521963968,0.002126288773088136,1.0,-1,1,0.0,1,0,1.0,-1
48,71,0,0.19327731092436976,3.5705429398818973,0.004436341481807412,2.2079035303860515,0.003228955255786259,0.5,1,0,4.5,1,0,4.0,1
92,147,0,0.2301255230125523,3.100370545117563,0.0005135704587586073,3.1482940974347455,0.00037040041100490557,2.5,1,0,2.5,1,0,0.0,1
20,31,0,0.21568627450980393,3.8394780473741985,0.00016089636377312948,1.0,0.03474355855226014,1.5,-1,1,3.5,-1,1,2.0,1
33,43,1,0.13157894736842105,3.4712917110589387,0.00012999490235347333,4.97526633147091,0.001489577110186458,2.0,-1,0,0.0,0,2,-1.0,0
48,72,-1,0.2,3.247973266361807,0.009839100974192314,1.7058637122839193,0.0017953118346394268,0.0,1,0,1.0,1,0,1.0,1
61,94,0,0.2129032258064516,3.5118833609788744,0.0006547824496387489,1.6180480967120927,0.0020929854549554304,2.5,-1,0,1.5,-1,0,1.0,1
57,99,1,0.2692307692307692,4.068185861746161,0.018559593243728707,-1.0757207139381184,0.40327344748159094,0.0,0,2,0.0,1,0,-1.0,0
83,130,0,0.22065727699530516,3.1522883443830563,0.0016760096907252253,3.4371827559441126,0.000361856520102694,4.5,-1,0,4.5,1,0,0.0,-1
29,44,0,0.2054794520547945,3.8195439355418688,0.000177007902472689,0.6232492903979004,0.012408413768664337,1.5,-1,0,0.5,-1,0,1.0,1
52,92,-1,0.2777777777777778,3.9595183769729982,0.02383614060939911,-1.031517051446065,0.28018998832467856,0.0,1,0,0.0,0,2,-1.0,0
35,51,1,0.18604651162790697,3.8825245379548803,0.0001747423406871537,1.7411515988517852,0.003152773008372064,1.0,-1,0,0.0,0,2,-1.0,0
30,43,0,0.1780821917808219,3.6127838567197355,0.0002648137084775926,1.3891660843645324,0.003545261076761239,0.5,-1,0,0.5,-1,0,0.0,1
77,115,1,0.19791666666666666,3.161368002234975,0.0006798954992554355,6.80472308083244,6.470944248551689e-05,4.0,1,0,0.0,0,2,-1.0,0
30,46,-1,0.21052631578947367,3.6009728956867484,0.0002644951355952135,0.724275869600789,0.0327769420304341,0.0,1,0,2.0,-1,1,2.0,-1
56,83,0,0.19424460431654678,3.361727836017593,0.0001240571628741028,3.6966533900198173,0.0007335170402516016,3.5,-1,0,0.0,0,2,-1.0,0
42,65,0,0.21495327102803738,3.792391689498254,0.0008825984632227375,0.5440680443502757,0.06204206884332169,0.5,1,0,1.5,-1,1,1.0,-1
10,16,-1,0.23076923076923078,3.8656960599160706,0.0011064450696990202,-0.707743928643524,0.004431576345951549,0.0,1,0,3.0,1,0,3.0,1
88,145,0,0.2446351931330472,3.4800069429571505,0.0022433754694340157,1.4771212547196624,0.07238241365054196,0.5,1,1,0.5,1,1,0.0,1
11,24,0,0.37142857142857144,4.344392273685111,0.014207914498463849,-2.619788758288394,0.07238241365054197,0.0,0,2,2.5,-1,1,-1.0,0
47,74,0,0.2231404958677686,3.824125833916549,0.0007943617210224395,-0.10734896612269966,0.008341123211970265,3.5,1,1,1.5,1,0,2.0,1
66,105,0,0.22807017543859648,3.6532125137753435,0.061090757121057424,0.6127838567197355,0.042370193356414815,0.0,0,2,0.0,0,2,-1.0,0
17,26,0,0.20930232558139536,3.8948696567452528,0.003430096544968358,0.49554433754644844,0.01248770075760149,1.5,1,1,2.5,-1,1,1.0,-1
21,28,0,0.14285714285714285,3.3010299956639813,0.0004907527645506745,3.535547279176668,0.0011388841308651706,3.5,-1,0,0.0,0,2,-1.0,0
77,119,1,0.21428571428571427,3.505149978319906,0.005211533782839022,1.7151673578484579,0.009204700001803026,1.0,0,1,0.0,0,2,-1.0,0
6,14,-1,0.4,4.195899652409234,0.00672188274538154,-1.7958800173440752,0.08143021535685971,0.0,1,0,2.0,-1,1,2.0,-1
55,95,1,0.26666666666666666,4.068185861746161,0.014847674594982966,-1.0925886392254138,0.015049808778825556,0.0,0,2,0.0,1,0,-1.0,0
29,48,0,0.24675324675324675,3.9965116721541785,0.00010113107391093867,-0.328086987558413,0.001663963532196367,2.5,-1,0,3.5,1,0,1.0,-1
99,157,1,0.2265625,3.230448921378274,0.025546734229603046,3.182984967003582,0.020517849538736307,1.0,1,1,0.0,1,0,1.0,1
18,30,-1,0.25,3.9965116721541785,0.0007311207507847081,-0.3809066693732573,0.016703633919355837,0.0,1,0,1.0,-1,1,1.0,-1
31,42,0,0.1506849315068493,3.2013971243204513,0.0004561457765902078,4.243831461981921,0.001783550233688919,0.5,-1,0,0.5,-1,0,0.0,1
65,104,0,0.23076923076923078,3.708420900134713,0.03612038254576948,0.7101173651118162,0.02709049399786366,0.0,0,2,2.5,-1,1,-1.0,0
37,60,0,0.23711340206185566,4.0,0.0001685062589784617,-0.7718563924022582,0.0015409620883616267,1.5,1,0,0.5,1,0,1.0,1
12,23,0,0.3142857142857143,4.198657086954422,0.007394000989365488,-1.9469215565165803,0.023059883994862924,2.5,-1,1,2.5,1,1,0.0,-1
89,145,1,0.23931623931623933,3.625312450961674,0.0014613700575891412,1.6434526764861874,0.06909230393915369,1.0,1,1,0.0,1,0,1.0,1
78,126,-1,0.23529411764705882,3.4424797690644486,0.04437015825942969,1.0293837776852097,0.05276475013777826,0.0,1,0,2.0,-1,1,2.0,-1
87,137,1,0.22321428571428573,3.4653828514484184,0.0016806601525708033,2.3005954838899636,0.013041876333430985,1.0,-1,1,0.0,1,0,1.0,-1
35,59,1,0.2553191489361702,4.133538908370218,0.006418616975187765,-1.154901959985743,0.12408413768664336,0.0,0,2,0.0,1,0,-1.0,0
54,87,0,0.23404255319148937,3.797959643737196,0.0006659643090331712,0.2355284469075489,0.0032824582934548097,2.5,-1,1,3.5,1,0,1.0,-1
20,29,0,0.1836734693877551,3.7209857441537393,0.00018742366424341855,2.7185681150653087,0.0002988950322802834,1.5,-1,0,3.5,-1,0,2.0,1
42,73,0,0.26956521739130435,4.049218022670182,0.017255450397048844,-1.341035157335565,0.019048003592247884,0.0,0,2,0.0,0,2,-1.0,0
24,42,-1,0.2727272727272727,4.064457989226918,0.011231753842325477,-1.6197887582883939,0.03619120682527098,0.0,1,0,1.0,1,1,1.0,1
89,147,1,0.2457627118644068,3.6954816764901977,0.003554910476869359,1.8573324964312685,1.140023014996036,0.0,0,2,0.0,1,0,-1.0,0
83,136,0,0.2420091324200913,3.5599066250361124,0.024047710981419727,0.9395192526186185,0.14476482730108395,0.0,0,2,4.5,1,1,-1.0,0
19,33,1,0.2692307692307692,4.232996110392154,0.0008508108271204055,-0.958607314841775,0.0157925266146637,2.0,-1,0,0.0,1,0,2.0,-1
57,97,1,0.2597402597402597,4.02530586526477,0.014790595091233386,-0.7878123955960422,0.039965749868397404,0.0,0,2,0.0,1,0,-1.0,0
66,100,-1,0.20481927710843373,2.6857417386022635,0.0007611346590056991,5.468152297266707,0.000904447653112248,0.0,1,0,0.0,-1,0,0.0,-1
67,97,1,0.18292682926829268,2.983175072037813,0.0006184859045815541,3.2375437381428744,0.006031867804211831,1.0,1,0,0.0,0,2,-1.0,0
39,51,1,0.13333333333333333,3.3560258571931225,7.117072566872673e-05,5.362794511785162,0.00033226789515753265,2.0,-1,0,5.0,-1,0,3.0,1
33,46,0,0.16455696202531644,3.357934847000454,0.0010133537911075877,2.7328760413627067,0.0072302078008310506,1.5,-1,0,3.5,1,0,2.0,-1
35,56,0,0.23076923076923078,3.993876914941211,0.00018411267082713917,-0.26440110030182007,0.007983354446750952,0.0,0,2,2.5,1,1,-1.0,0
21,31,1,0.19230769230769232,3.951823035315912,0.00019992103524484888,0.9138138523837167,0.010592548339103704,3.0,1,1,0.0,1,0,3.0,1
49,74,0,0.2032520325203252,3.6414741105040997,0.0019632490277818235,0.7888751157754168,0.019066587010386663,4.5,1,0,5.5,-1,0,1.0,-1
15,17,1,0.0625,3.2329961103921536,1.0158935249198873e-05,6.090846403721199,0.00018264294465686627,1.0,1,0,0.0,0,2,-1.0,0
18,26,-1,0.18181818181818182,3.4913616938342726,0.000228354840484613,2.852601969338235,0.0018293786095334955,0.0,1,0,2.0,-1,0,2.0,-1
42,57,0,0.15151515151515152,3.130333768495006,0.00028631265843992156,5.3754250979478,5.927945791569499e-05,0.5,1,0,4.5,1,0,4.0,1
43,60,0,0.1650485436893204,3.424881636631067,0.0016000323017488225,1.7339992865383869,0.00641025065539855,2.5,1,0,1.5,1,0,1.0,1
31,50,0,0.2345679012345679,3.937517892017347,0.00019307549137731171,0.08529057823006501,0.0017842829987808207,2.5,-1,0,4.5,1,1,2.0,-1
44,75,0,0.2605042016806723,4.02938377768521,0.012176480801025751,-1.1598939055432422,0.012551863638822306,0.0,0,2,3.5,1,1,-1.0,0
76,123,0,0.23618090452261306,3.6148972160331345,0.021503901531131884,0.6989700043360189,0.26057668914195103,0.0,0,2,0.0,0,2,-1.0,0
87,142,0,0.24017467248908297,3.4913616938342726,0.002269538905429896,1.7007037171450194,0.0034605138000259107,0.5,1,1,2.5,1,0,2.0,1
14,21,0,0.2,4.017033339298781,0.0014991511442621864,-0.10790539730951958,0.06681453567742335,3.5,-1,0,0.5,1,0,3.0,-1
23,35,1,0.20689655172413793,4.060697840353612,0.003617861857941871,-0.7166987712964504,0.015833652986056056,0.0,0,2,0.0,1,0,-1.0,0
21,26,0,0.10638297872340426,2.7781512503836434,0.0013897423420904057,5.461441857710551,7.780498914393451e-05,3.5,-1,0,0.0,0,2,-1.0,0
55,83,1,0.2028985507246377,3.7299742856995555,0.000739998977544647,3.2897672709527814,0.00267422710531559,3.0,-1,0,0.0,0,2,-1.0,0
91,139,1,0.20869565217391303,2.7466341989375787,0.0035724223511396517,6.177062990761493,0.009983781193178205,2.0,-1,0,0.0,1,0,2.0,-1
67,106,0,0.2254335260115607,3.6334684555795866,0.036056541869642064,0.8512583487190752,0.024467294755112782,0.0,0,2,3.5,-1,1,-1.0,0
28,52,-1,0.3,4.127104798364807,0.021747134131125518,-1.6197887582883939,0.3890554733716631,0.0,1,0,0.0,0,2,-1.0,0
34,47,0,0.16049382716049382,3.1986570869544226,0.0003765717975996551,3.0453229787866576,0.0023475377400175774,0.5,-1,0,0.0,0,2,-1.0,0
50,88,-1,0.2753623188405797,3.960946195733831,0.02375790382402909,-0.8297382846050426,0.026409799575197745,0.0,1,0,3.0,-1,1,3.0,-1
61,91,1,0.19736842105263158,3.5440680443502757,0.003201370752315399,2.390935107103379,0.010592548339103704,1.0,1,0,0.0,0,2,-1.0,0
54,86,-1,0.22857142857142856,3.6085260335771943,0.0009113765974915529,1.1335389083702174,0.0031933417787003812,0.0,1,0,1.0,-1,0,1.0,-1
9,11,1,0.1,3.846337112129805,1.8373997311291424e-06,1.0416452921055261,0.00031961270746259804,2.0,1,0,0.0,0,2,-1.0,0
83,137,1,0.24545454545454545,3.7551122663950713,0.022897775847271623,0.9777236052888477,0.2605766891419511,0.0,0,2,0.0,1,0,-1.0,0
92,145,0,0.22362869198312235,2.714329759745233,0.00043597129457469293,5.765946176096492,0.00032160432605394835,0.5,1,0,2.5,1,0,2.0,1
54,91,0,0.25517241379310346,3.932473764677153,0.000725515314394451,-0.7258421507363202,0.009240308125601102,0.0,0,2,1.5,1,0,-1.0,0
36,56,-1,0.21739130434782608,3.7781512503836434,0.00048423834732212577,0.2650537885040147,0.0018872112195687206,0.0,1,0,0.0,-1,0,0.0,-1
16,28,-1,0.2727272727272727,4.049218022670182,0.003323128312420418,-0.9048306485682449,0.008023110910662483,0.0,1,0,2.0,-1,1,2.0,-1
81,128,0,0.22488038277511962,3.597695185925512,0.000681052710257372,2.1130069400009353,0.0014061338452001678,0.5,1,0,4.5,1,0,4.0,1
69,108,0,0.22033898305084745,3.5327543789924976,0.025471817120425323,1.9777236052888478,0.032000646034976446,0.5,1,1,4.5,1,0,4.0,1
84,131,0,0.2186046511627907,2.8536982117761744,0.004038817030584862,-2.7493360805367564,0.0007315460110666791,4.5,1,0,4.5,-1,0,0.0,-1
35,54,0,0.21348314606741572,3.9169800473203824,0.0002050542953296225,0.6382895354142569,0.002197442180743224,2.5,-1,1,1.5,1,1,1.0,-1
43,70,0,0.23893805309734514,3.9566485792052033,0.0018427522768049579,-0.8181564120552275,0.022857604310697464,2.5,1,1,0.5,1,1,2.0,1
61,92,0,0.20261437908496732,3.2810333672477277,0.0020646041338646735,2.4983105537896004,0.001654455169155245,2.5,-1,0,1.5,1,0,1.0,-1
30,39,0,0.13043478260869565,2.9585638832219674,0.0006784358243153108,3.529430354366986,0.005390179739933976,0.5,-1,0,0.0,0,2,-1.0,0
22,32,-1,0.18518518518518517,3.6180480967120925,0.0020197309640319905,0.2041199826559248,0.10857362047581294,0.0,1,0,3.0,1,0,3.0,1
29,38,0,0.13432835820895522,2.7481880270062002,0.0006429109383889209,5.347361244359113,0.0007026281862210836,1.5,-1,0,0.0,0,2,-1.0,0
35,58,0,0.24731182795698925,4.049218022670182,0.016673806001642703,-0.8181564120552275,0.022857604310697464,0.0,0,2,0.5,1,0,-1.0,0
50,82,-1,0.24242424242424243,3.4885507165004443,0.00044557485805658305,1.5987905067631152,0.005469703802307956,0.0,1,0,4.0,1,1,4.0,1
41,61,1,0.19607843137254902,3.8609366207000937,0.0005186409308679329,0.6334684555795865,0.040399486688674595,4.0,1,1,0.0,1,0,4.0,1
75,113,1,0.20212765957446807,3.326335860928751,3.113809492891239e-05,4.786853597062373,5.108144929466617e-05,1.0,-1,0,0.0,0,2,-1.0,0
81,133,1,0.24299065420560748,3.8221680793680175,0.01281953591160201,1.0413926851582251,0.0947551596879822,0.0,0,2,0.0,1,0,-1.0,0
31,53,1,0.2619047619047619,4.146128035678238,0.0009275289292076591,-1.0105501823333083,0.005339686252908833,0.0,-1,1,0.0,1,0,0.0,-1
51,71,1,0.16393442622950818,3.294466226161593,0.0004673625896623827,5.3669322904065,5.158408622042759e-05,2.0,-1,0,0.0,0,2,-1.0,0
89,142,0,0.22943722943722944,3.287801729930226,0.0029102207550217906,2.6532125137753435,0.0057905930920433574,0.5,1,0,2.5,1,0,2.0,1
69,107,1,0.2159090909090909,3.6148972160331345,0.010541128201535237,2.0460266697025413,0.006328090130268645,4.0,1,1,8.0,-1,0,4.0,-1
70,107,0,0.20903954802259886,3.143014800254095,0.00038742817090649804,3.8375631878223,0.0006817809763002383,4.5,1,0,3.5,1,0,1.0,1
56,98,-1,0.2727272727272727,3.935003151453655,0.029406931817606948,-1.275724130399211,0.3933233043652092,0.0,1,0,0.0,0,2,-1.0,0
48,77,0,0.232,3.8488047010518036,0.0002079200210811602,-0.16749108729376366,0.025546734229603046,1.5,1,0,4.5,1,0,3.0,1
58,89,0,0.2108843537414966,3.5352941200427703,0.0019625552389214,1.7512791039833422,0.008470282448467679,2.5,-1,1,1.5,1,1,1.0,-1
52,83,0,0.22962962962962963,3.781755374652469,0.00019238168785135784,1.2787536009528289,0.0045715208621394925,3.5,-1,1,3.5,1,0,0.0,-1
19,23,1,0.09523809523809523,3.546542663478131,2.245499878022495e-05,4.648285833004599,0.0001405597481683799,2.0,-1,0,0.0,0,2,-1.0,0
20,32,-1,0.23076923076923078,3.7958800173440754,0.0002181895477081937,0.6627578316815741,0.028323553167603377,0.0,1,0,3.0,1,1,3.0,1
15,24,0,0.23076923076923078,4.012837224705172,0.005186235075155337,-0.6903698325741012,0.08302688624620991,0.5,1,1,3.5,-1,1,3.0,-1
42,63,0,0.2,3.694605198933569,0.0030707690639623867,1.5599066250361124,0.009571228251311336,2.5,-1,1,1.5,-1,1,1.0,1
27,34,0,0.11475409836065574,3.12057393120585,0.00025958965622853463,3.7737864449811935,0.0013160438845553086,3.5,-1,0,0.0,0,2,-1.0,0
39,60,0,0.21212121212121213,3.8432327780980096,0.0007726329376757994,0.17114115102838207,0.0017570916327845655,2.5,1,1,0.5,1,1,2.0,1
33,45,1,0.15384615384615385,3.6232492903979003,0.0010112857221461435,3.735758537443739,0.0009576504562364979,2.0,-1,0,0.0,0,2,-1.0,0
