np,nn,delta,I,betaMinusQ,betaMinusQUncertainty,halflife_log_sec,halflife_log_sec_uncertainty,J_i,parity_i,flag_i,J_f,parity_f,flag_f,delta_J,delta_parity
95,152,0,0.23076923076923078,3.2095150145426308,0.026808301352052578,3.1398790864012365,0.024547079411922926,2.5,0,1,4.5,-1,0,-1.0,0
25,36,0,0.18032786885245902,3.8555191556678,0.00021139299049405141,-0.1493537648169335,0.0036752706508032594,2.5,-1,1,1.5,-1,1,1.0,1
45,63,1,0.16666666666666666,3.6522463410033232,0.001354147605043547,1.2304489213782739,0.010218693691841219,1.0,1,0,0.0,0,2,-1.0,0
83,134,0,0.2350230414746544,3.4533183400470375,0.0028749071337257513,1.9934362304976116,0.005731805344916014,4.5,-1,1,4.5,1,1,0.0,-1
37,64,0,0.26732673267326734,4.103803720955957,0.000755740791343454,-1.494850021680094,0.047500958958168166,1.5,1,1,2.5,-1,1,1.0,-1
77,125,1,0.2376237623762376,3.781755374652469,0.021607047777335336,1.0413926851582251,0.11844394960997777,1.0,-1,1,0.0,1,0,1.0,-1
62,94,-1,0.20512820512820512,2.858537197569639,0.00475197563301342,4.529430354366986,0.009240308125601102,0.0,1,0,0.0,1,0,0.0,1
87,143,1,0.24347826086956523,3.696356388733332,0.0010573366662030878,1.2810333672477277,0.011368965494849522,0.0,0,2,0.0,1,0,-1.0,0
35,45,1,0.125,3.3010299956639813,0.0002475478546848535,3.0256335110606978,0.0004912833505692894,1.0,1,0,0.0,0,2,-1.0,0
59,101,1,0.2625,4.021189299069938,0.01662727445001021,-0.769551078621726,0.35765427921444265,0.0,0,2,0.0,1,0,-1.0,0
43,72,0,0.25217391304347825,4.012837224705172,0.008306409022809767,-1.1079053973095196,0.011135755946237225,0.0,0,2,0.5,1,1,-1.0,0
63,94,0,0.19745222929936307,3.1335389083702174,0.0013380102052754598,4.737574272326749,0.0008582894899273751,2.5,1,0,0.0,0,2,-1.0,0
80,127,0,0.22705314009661837,3.6570558528571038,0.002898485198605403,2.2405492482826,0.029951343579534606,4.5,1,0,0.5,1,0,4.0,1
53,75,1,0.171875,3.326335860928751,0.0007415783134385714,3.1760912590556813,0.00034743558552260143,1.0,1,0,0.0,0,2,-1.0,0
51,84,0,0.24444444444444444,3.904715545278681,0.00017036458505544747,0.22219604630171988,0.002343315549837689,3.5,1,1,3.5,-1,1,0.0,-1
10,14,-1,0.16666666666666666,3.3909351071033793,9.056628829933666e-05,2.3070679506612985,0.002569789833747052,0.0,1,0,4.0,1,0,4.0,1
90,144,-1,0.23076923076923078,2.437750562820388,0.005024501852676307,6.318656910363144,0.0004143515611139831,0.0,1,0,4.0,1,0,4.0,1
44,78,-1,0.2786885245901639,4.0,0.02531936829495958,-1.6020599913279623,0.01737177927613007,0.0,1,0,0.0,0,2,-1.0,0
21,32,0,0.20754716981132076,3.909020854211156,0.0009585537886643904,0.38021124171160603,0.10857362047581295,3.5,-1,1,1.5,-1,0,2.0,1
56,92,-1,0.24324324324324326,3.7126497016272113,0.001641229146727405,-0.208309350979882,0.002806426377403889,0.0,1,0,2.0,-1,1,2.0,-1
31,51,1,0.24390243902439024,4.093421685162235,0.00011522813269852406,-0.2218487496163564,0.0028952965460216783,2.0,-1,1,0.0,1,0,2.0,-1
65,102,0,0.2215568862275449,3.60422605308447,0.00047966853225135274,1.276461804173244,0.03676567042567211,1.5,1,1,0.5,-1,1,1.0,-1
51,80,0,0.22137404580152673,3.507855871695831,0.0002805380504219763,3.140445188347875,0.0007543108673960083,3.5,1,1,1.5,1,0,2.0,1
60,87,0,0.1836734693877551,2.951823035315912,0.00027464880084607875,5.982618529724932,0.002733868141477305,2.5,-1,0,3.5,1,0,1.0,-1
95,150,0,0.22448979591836735,2.951823035315912,0.0007472776560122991,3.867420343429793,0.0016972915755867207,2.5,1,1,3.5,1,0,1.0,1
87,134,0,0.21266968325791855,2.4955443375464483,0.008852392314833056,2.4594829563528093,0.0008141325426222174,2.5,-1,0,2.5,1,0,0.0,-1
31,55,1,0.27906976744186046,4.193124598354461,0.016508758190296687,-1.3098039199714864,0.017726305383806196,0.0,0,2,0.0,1,0,-1.0,0
49,68,0,0.1623931623931624,3.161368002234975,0.0014526401636074282,3.413634997198556,0.003015933902105915,4.5,1,0,5.5,-1,0,1.0,-1
32,56,-1,0.2727272727272727,4.037426497940624,0.01781005811107831,-1.214670164989233,0.04271749002327067,0.0,1,0,0.0,0,2,-1.0,0
61,104,0,0.2606060606060606,3.946452265013073,0.03144213443643452,-0.5272435506827877,0.1550007241809586,0.0,0,2,0.0,0,2,-1.0,0
39,53,1,0.15217391304347827,3.561101383649056,0.0010881224381751801,4.105305762793075,0.0012268205703481689,2.0,-1,0,0.0,0,2,-1.0,0
11,22,0,0.3333333333333333,4.27415784926368,0.010372245870987238,-2.0861861476162833,0.010592548339103704,1.5,1,0,1.5,-1,0,0.0,-1
73,113,1,0.21505376344086022,3.591064607026499,0.0066814535677423344,2.7993405494535817,0.008272275845776224,3.0,-1,1,0.0,0,2,-1.0,0
82,133,0,0.2372093023255814,3.432969290874406,0.008477556491764583,2.1522883443830563,0.03670094213266917,0.0,0,2,4.5,-1,1,-1.0,0
32,45,0,0.16883116883116883,3.4313637641589874,0.00027183617570981315,4.6059468533365875,0.00011621473960483055,3.5,1,0,1.5,-1,0,2.0,-1
26,38,-1,0.1875,3.6830470382388496,0.001856113345893566,0.3010299956639812,0.06514417228548777,0.0,1,0,1.0,1,0,1.0,1
36,64,-1,0.28,4.068185861746161,0.014847674594982966,-2.154901959985743,0.4342944819032518,0.0,1,0,4.0,-1,1,4.0,-1
40,69,0,0.26605504587155965,4.037426497940624,0.026296730096894146,-1.2518119729937995,0.023265775816245633,0.0,0,2,0.0,0,2,-1.0,0
58,90,-1,0.21621621621621623,3.3283796034387376,0.002548676536990914,1.7543483357110188,0.002293808883291823,0.0,1,0,1.0,-1,0,1.0,-1
48,82,-1,0.26153846153846155,3.9434945159061026,0.0011079950335572712,-0.889410289700751,0.010099871672168647,0.0,1,0,1.0,-1,1,1.0,-1
80,129,0,0.23444976076555024,3.7015679850559273,0.012951127690951842,0.7993405494535817,0.07582919525294873,4.5,1,1,0.5,1,0,4.0,1
19,25,1,0.13636363636363635,3.754348335711019,4.052395693815554e-05,3.1231326643109014,0.0037286918916230385,2.0,-1,0,0.0,0,2,-1.0,0
28,38,-1,0.15151515151515152,2.399673721481038,0.0026645956260199512,5.2934951434720245,0.0023862334170508337,0.0,1,0,1.0,1,0,1.0,1
79,121,1,0.21,3.3541084391474008,0.005130824188857001,3.462996612028056,0.0026919079456813127,1.0,-1,1,0.0,0,2,-1.0,0
44,70,-1,0.22807017543859648,3.738780558484369,0.005674358559173873,-0.265200170411153,0.027193392973684272,0.0,1,0,1.0,1,0,1.0,1
10,13,0,0.13043478260869565,3.640481436970422,1.0335612383967547e-05,1.5699354368759955,0.0003741096000028011,2.5,1,0,0.0,0,2,-1.0,0
3,5,1,0.25,4.204119982655925,1.6041752425301363e-06,-0.07634675580648766,0.00018121707300532686,2.0,1,0,0.0,1,0,2.0,1
37,55,1,0.1956521739130435,3.9079485216122722,0.00034410724709515994,0.651278013998144,0.0029082219770307036,0.0,-1,0,0.0,1,0,0.0,-1
48,70,-1,0.1864406779661017,2.7209857441537393,0.017669015043212142,3.479719235439571,0.001726817025460246,0.0,1,0,1.0,1,0,1.0,1
62,93,0,0.2,3.2095150145426308,0.00032169961622463094,3.124151951340394,0.0010572492120988007,1.5,-1,0,2.5,1,0,1.0,-1
41,56,0,0.15463917525773196,3.287801729930226,0.0009491796924071071,3.636086515103073,0.0024094007317794833,4.5,1,0,0.0,0,2,-1.0,0
18,23,0,0.12195121951219512,3.3961993470957363,6.052216273912785e-05,3.818001428133308,0.00015848717522242561,3.5,-1,0,0.0,0,2,-1.0,0
58,100,-1,0.26582278481012656,3.8813846567705728,0.02853446004620577,-1.00436480540245,0.4079736042121456,0.0,1,0,0.0,0,2,-1.0,0
36,63,0,0.2727272727272727,4.103803720955957,0.013678566359157537,-1.8860566476931633,0.6681453567742335,0.0,0,2,1.5,1,1,-1.0,0
38,64,-1,0.2549019607843137,3.954724790979063,0.003234312956238423,-1.1426675035687315,0.03619120682527098,0.0,1,0,5.0,-1,1,5.0,-1
19,34,0,0.2830188679245283,4.230448921378274,0.0030656081075523655,-1.5228787452803376,0.07238241365054196,1.5,1,1,0.5,-1,1,1.0,-1
26,44,-1,0.2571428571428571,3.9836262871245345,0.013529423112250834,-1.2111248842245832,0.006355529003462221,0.0,1,0,6.0,-1,1,6.0,-1
81,126,0,0.21739130434782608,3.1492191126553797,0.0016632554626081985,2.4566696294237573,0.0009104706119565028,0.5,1,0,6.5,1,0,6.0,1
51,82,0,0.23308270676691728,3.603144372620182,0.00038014305024449216,2.160168292958512,0.014416414337037402,3.5,1,0,1.5,1,1,2.0,1
45,74,0,0.24369747899159663,3.9334872878487053,0.0006276516987879163,-0.7235381958267558,0.011489272008022534,3.5,1,1,0.5,1,1,3.0,1
12,18,-1,0.2,3.843855422623161,0.0001443500283689891,-0.5030703519267851,0.006915517227758786,0.0,1,0,3.0,1,0,3.0,1
71,107,1,0.20224719101123595,3.3201462861110542,0.00042598262579027083,3.2314695904306814,0.0030584118443890977,1.0,1,1,8.0,-1,0,7.0,-1
64,103,0,0.23353293413173654,3.7075701760979363,0.00047261458324765633,0.6294095991027189,0.025486765369909143,0.0,0,2,1.5,1,1,-1.0,0
23,29,1,0.11538461538461539,3.598790506763115,1.750305216738546e-05,2.3513710774980656,0.0005801422413882606,3.0,1,0,0.0,0,2,-1.0,0
41,60,0,0.18811881188118812,3.6646419755561257,0.0003506316920993786,0.8573324964312685,0.012063735608423661,2.5,1,0,0.5,1,0,2.0,1
24,36,-1,0.2,3.781755374652469,0.0001852032666628743,-0.3098039199714863,0.008863152691903098,0.0,1,0,1.0,1,0,1.0,1
87,138,0,0.22666666666666666,3.2600713879850747,0.002887342434631509,2.380211241711606,0.010857362047581295,1.5,-1,0,0.5,1,0,1.0,-1
34,55,0,0.23595505617977527,3.967547976218862,0.00023165492299796297,-0.38721614328026455,0.031777645017311104,1.5,1,1,2.5,-1,1,1.0,-1
5,8,0,0.23076923076923078,4.127104798364807,3.241003596292924e-05,-1.7654827164873133,0.004555536523460683,1.5,-1,0,0.0,0,2,-1.0,0
16,24,-1,0.2,3.673020907128896,0.002978282752754784,0.9444826721501687,0.10857362047581294,0.0,1,0,2.0,-1,0,2.0,-1
46,81,0,0.2755905511811024,4.056904851336473,0.02053374787244322,-1.4202164033831899,0.022857604310697464,0.0,0,2,4.5,1,1,-1.0,0
47,84,0,0.2824427480916031,4.158362492095249,0.015109828849550637,-1.4559319556497243,0.0992673101493147,0.0,0,2,3.5,-1,1,-1.0,0
51,79,1,0.2153846153846154,3.7041505168397992,0.0012187710756968726,3.385606273598312,0.004289328216328413,8.0,-1,1,0.0,1,0,8.0,-1
32,50,-1,0.21951219512195122,3.6711728427150834,0.0004018844459403225,0.651278013998144,0.030051627095983937,0.0,1,0,2.0,-1,1,2.0,-1
72,113,0,0.22162162162162163,3.4871383754771865,0.009308331240792823,2.322219294733919,0.07445048261198602,0.0,0,2,3.5,1,1,-1.0,0
36,58,-1,0.23404255319148937,3.857935264719429,0.0007348672231927422,-0.6736641390712486,0.008194235507608524,0.0,1,0,3.0,-1,0,3.0,-1
26,45,0,0.2676056338028169,4.093421685162235,0.021469557855378494,-1.4685210829577449,0.08941356980361066,0.0,0,2,3.5,-1,1,-1.0,0
63,97,1,0.2125,3.6473829701146196,0.00014085226440105464,1.6294095991027189,0.005097353073981828,5.0,-1,1,0.0,0,2,-1.0,0
9,14,0,0.21739130434782608,3.9258275746247424,0.0017155404801160478,0.34830486304816066,0.0272651244244194,2.5,1,1,2.5,1,0,0.0,1
13,18,0,0.16129032258064516,3.902546779313991,0.00012121110070641446,-0.1911141326401879,0.016859257837859153,2.5,1,1,1.5,1,0,1.0,1
73,112,0,0.21081081081081082,3.298853076409707,0.0030771619069526884,3.4727564493172123,0.013160438845553084,3.5,1,1,1.5,-1,0,2.0,-1
54,79,0,0.18796992481203006,2.630427875025024,0.0024409994299011807,5.6564579134375705,4.138187310889696e-05,1.5,1,0,0.0,0,2,-1.0,0
48,83,0,0.26717557251908397,4.107209969647869,0.0006548346484947469,-1.0087739243075051,0.008863152691903098,3.5,-1,1,4.5,1,1,1.0,-1
71,108,0,0.20670391061452514,3.146128035678238,0.0015696643417360385,4.218115186304549,0.0056770520510229,3.5,1,0,0.5,-1,0,3.0,-1
46,76,-1,0.2459016393442623,3.8115750058705933,0.002875190320007639,-0.7099653886374819,0.00890860475698978,0.0,1,0,9.0,-1,1,9.0,-1
93,150,0,0.2345679012345679,3.311753861055754,0.0067792309370263695,2.0453229787866576,0.03521306610026365,2.5,0,1,3.5,1,0,-1.0,0
63,102,0,0.23636363636363636,3.762678563727436,0.0004027912552366947,0.3521825181113625,0.027022767762869,0.0,0,2,0.0,0,2,-1.0,0
10,21,0,0.3548387096774194,4.276461804173244,0.006112292708267988,-2.468521082957745,0.1021869369184122,1.5,-1,1,1.5,1,0,0.0,-1
85,139,1,0.24107142857142858,3.7209857441537393,0.002014597976889609,1.8819549713396004,0.45823197303177743,0.0,0,2,0.0,1,0,-1.0,0
40,61,0,0.2079207920792079,3.75815462196739,0.000691991033119841,0.3654879848908996,0.013103712816046392,1.5,1,0,2.5,1,0,1.0,1
25,37,1,0.1935483870967742,4.012837224705172,0.00029978968605166216,-1.0362121726544447,0.061367698529807314,1.0,1,0,0.0,1,0,1.0,1
85,132,0,0.21658986175115208,2.866877814337499,0.0036289552495991826,-1.4867823999320608,0.0026643833245598267,4.5,-1,0,4.5,1,0,0.0,-1
91,144,0,0.225531914893617,3.1367205671564067,0.004438045800471186,3.165541076722373,0.003559790835272556,1.5,-1,1,3.5,-1,0,2.0,1
12,15,0,0.1111111111111111,3.416640507338281,1.1131916030393697e-05,2.752893154884594,0.0012428140976563644,0.5,1,0,0.0,0,2,-1.0,0
55,87,1,0.22535211267605634,3.864511081058392,0.0004959975230479761,0.22711508258912522,0.002316923732738154,0.0,-1,0,0.0,1,0,0.0,-1
81,130,0,0.23222748815165878,3.6444385894678386,0.004126289975452664,1.900913067737669,0.08347620066733358,0.5,1,1,4.5,1,0,4.0,1
5,10,0,0.3333333333333333,4.278753600952829,0.0004800096905246467,-1.99225222199926,0.014931539161703155,1.5,-1,0,0.5,1,0,1.0,-1
58,83,0,0.1773049645390071,2.765668554759014,0.0008715686858092702,6.448450551797248,0.00014697388939625183,3.5,-1,0,0.0,0,2,-1.0,0
65,101,1,0.21686746987951808,3.678518379040114,0.00015113812158477945,1.4329692908744058,0.024038439957744562,1.0,-1,1,0.0,1,0,1.0,-1
53,83,1,0.22058823529411764,3.837588438235511,0.0008900511911098619,1.9211660506377388,0.0020829471554112797,1.0,-1,1,0.0,1,0,1.0,-1
61,97,1,0.22784810126582278,3.788168371141168,0.0003437575215064827,0.6812412373755872,0.04523900853158873,0.0,0,2,0.0,1,0,-1.0,0
89,141,1,0.22608695652173913,3.4727564493172123,0.002310388152885986,2.0863598306747484,0.010679372505817667,1.0,1,1,0.0,1,0,1.0,1
51,75,1,0.19047619047619047,3.5646660642520893,0.0037630966006875766,6.026418853918291,0.003530849446367901,8.0,-1,1,0.0,0,2,-1.0,0
44,67,0,0.2072072072072072,3.741151598851785,0.0009300680374697589,0.32633586092875144,0.014339912138314917,2.5,1,1,3.5,1,1,1.0,1
44,68,-1,0.21428571428571427,3.6127838567197355,0.00477723930093577,0.24303804868629444,0.017371779276130074,0.0,1,0,1.0,1,1,1.0,1
76,119,0,0.2205128205128205,3.3384564936046046,0.011136266760730172,2.584331224367531,0.06785851279738309,1.5,-1,1,1.5,1,0,0.0,-1
28,41,0,0.18840579710144928,3.7596678446896306,0.00029985201620102774,1.0569048513364727,0.01142880215534873,4.5,1,1,1.5,-1,0,3.0,-1
90,148,-1,0.24369747899159663,3.2121876044039577,0.07566848641749908,2.751279103983342,0.09240308125601102,0.0,1,0,3.0,-1,1,3.0,-1
23,31,1,0.14814814814814814,3.846955325019824,0.0006857281293209238,1.6972293427597176,0.00436038636449048,3.0,1,0,0.0,0,2,-1.0,0
47,63,1,0.14545454545454545,3.4608978427565478,0.00019084913218585806,1.39022836246913,0.0019451300085243364,1.0,1,0,0.0,0,2,-1.0,0
40,62,-1,0.21568627450980393,3.673020907128896,0.0008344724121495603,0.30319605742048883,0.017285352513562263,0.0,1,0,4.0,1,1,4.0,1
13,16,0,0.10344827586206896,3.5658478186735176,4.0597092873564834e-05,2.595055089759304,0.003972205627163888,2.5,1,0,0.0,0,2,-1.0,0
32,43,0,0.14666666666666667,3.0681858617461617,0.0003285048004139981,3.6960766724483847,0.0003147821806498563,0.5,-1,0,0.0,0,2,-1.0,0
42,67,0,0.22935779816513763,3.8819549713396007,0.0008378121894983991,-0.1549019599857432,0.008685889638065035,0.5,1,0,2.5,1,1,2.0,1
4,8,-1,0.3333333333333333,4.068185861746161,8.61165126509012e-05,-1.6683702823700677,0.0010118697155248177,0.0,1,0,1.0,1,0,1.0,1
61,87,1,0.17567567567567569,3.392696953259666,0.000991668371633336,5.6663262496398294,0.0005663303601569974,1.0,-1,0,0.0,1,0,1.0,-1
61,100,0,0.2422360248447205,3.8182258936139557,0.0007458248701378032,-0.1366771398795441,0.0226071100168816,2.5,-1,1,3.5,1,1,1.0,-1
52,90,-1,0.2676056338028169,3.916453948549925,0.02632087769110617,-0.8326826652518239,0.020680689614440563,0.0,1,0,0.0,0,2,-1.0,0
54,89,0,0.24475524475524477,3.873320601815399,0.0005168511304042716,-0.29157909986528724,0.005099348124108632,2.5,-1,0,1.5,1,0,1.0,-1
61,95,1,0.21794871794871795,3.7151673578484576,0.0007196401819591455,1.4440447959180762,0.012497682932467679,4.0,1,1,0.0,1,0,4.0,1
39,63,1,0.23529411764705882,4.017033339298781,0.00040339275915244347,-0.40230481407448765,0.02632087769110617,5.0,-1,1,0.0,1,0,5.0,-1
83,129,1,0.2169811320754717,3.3521825181113627,0.00032041281775973244,3.5602725702969953,0.00042317012819428006,1.0,-1,1,0.0,1,0,1.0,-1
37,58,0,0.22105263157894736,3.9647309210536292,0.000951491164256582,-0.4203307064452797,0.0018290896842463884,2.5,-1,0,0.5,1,0,2.0,-1
77,121,1,0.2222222222222222,3.622214022966295,0.0207300468688903,0.9590413923210935,0.014317400502305004,1.0,-1,0,0.0,0,2,-1.0,0
49,67,1,0.15517241379310345,3.514547752660286,3.174201259170556e-05,1.14921911265538,0.0015400513542668506,1.0,1,0,0.0,0,2,-1.0,0
30,45,0,0.2,3.7708520116421442,0.00015163502249503368,1.0086001717619175,0.00851557807653435,3.5,1,0,1.5,-1,0,2.0,-1
49,78,0,0.2283464566929134,3.8182258936139557,0.0007920264107658087,0.03622954408629453,0.004394884361486448,4.5,1,1,5.5,-1,0,1.0,-1
85,135,1,0.22727272727272727,3.575187844927661,0.001617053921980193,2.3475251599986895,0.004682420290062014,3.0,0,1,0.0,1,0,-1.0,0
12,19,0,0.22580645161290322,4.071882007306125,0.00013985754501969126,-0.5686362358410126,0.0032169961622463094,0.5,1,0,2.5,1,1,2.0,1
28,51,0,0.2911392405063291,4.152288344383057,0.015628484524828287,-1.3665315444204136,0.08130396696095761,0.0,0,2,0.0,0,2,-1.0,0
98,155,0,0.22529644268774704,2.4638929889859074,0.006536803542048945,6.186445499113089,0.001709820794894692,3.5,1,1,3.5,1,0,0.0,1
42,76,-1,0.288135593220339,4.037426497940624,0.025499859487897354,-1.7212463990471711,0.12571682370883605,0.0,1,0,0.0,0,2,-1.0,0
44,63,0,0.17757009345794392,3.4771212547196626,0.0021425194440560422,2.3498600821923312,0.006985970218282871,2.5,1,1,3.5,1,0,1.0,1
36,53,0,0.19101123595505617,3.7134905430939424,0.0004897363306568584,2.276047993296864,0.004830094333210618,1.5,1,1,1.5,-1,0,0.0,-1
66,107,0,0.23699421965317918,3.7489628612561616,0.03862975872900582,0.1553360374650618,0.06074048697947578,0.0,0,2,0.0,0,2,-1.0,0
48,67,0,0.16521739130434782,3.161368002234975,0.00019498324670277027,5.283843757795844,0.0003253142186541212,0.5,1,0,4.5,1,0,4.0,1
27,38,0,0.16923076923076924,3.7737864449811935,0.00015573185967237817,0.06445798922691845,0.011231753842325477,3.5,-1,1,2.5,-1,0,1.0,1
53,80,0,0.20300751879699247,3.250420002308894,0.001554188679620064,4.874365835730049,0.0020879542399194796,3.5,1,0,1.5,1,0,2.0,1
37,56,0,0.20430107526881722,3.8727388274726686,0.0005163796319680754,0.7671558660821804,0.0014847674594982967,2.5,-1,0,2.5,1,0,0.0,-1
23,32,0,0.16363636363636364,3.776701183988411,0.001960861373141772,0.8155777483242672,0.009960882612459903,3.5,-1,1,1.5,-1,0,2.0,1
32,53,0,0.24705882352941178,4.0,0.00020976423475927062,-0.28903688100472424,0.014363825276955799,1.5,1,1,2.5,-1,1,1.0,-1
36,54,-1,0.2,3.6434526764861874,0.000662299084902459,1.5094713521025485,0.001209359634012768,0.0,1,0,0.0,-1,0,0.0,-1
22,30,-1,0.15384615384615385,3.292256071356476,0.000609341747568338,2.0086001717619175,0.02554673422960305,0.0,1,0,3.0,1,0,3.0,1
71,112,0,0.22404371584699453,3.5514499979728753,0.01043038713559776,1.7634279935629373,0.029951343579534606,0.0,0,2,1.5,-1,1,-1.0,0
52,81,0,0.21804511278195488,3.4653828514484184,0.0009295686684573027,2.8750612633917,0.010423067565678044,1.5,1,1,3.5,1,0,2.0,1
29,35,1,0.09375,2.762678563727436,0.00048304947555387594,4.660130158554702,4.4452890507942655e-05,1.0,1,0,0.0,0,2,-1.0,0
91,143,1,0.2222222222222222,3.3404441148401185,0.000791248850590856,4.380493441419871,0.0014322408337388004,4.0,1,0,0.0,1,0,4.0,1
93,147,1,0.225,3.3404441148401185,0.0033712357042718177,3.5698418994037615,0.0014032131887019446,5.0,1,1,0.0,1,0,5.0,1
34,50,-1,0.19047619047619047,3.2624510897304293,0.006099108297766979,2.296665190261531,0.013160438845553086,0.0,1,0,2.0,-1,0,2.0,-1
46,69,0,0.2,3.6580113966571126,0.0020617056723319207,1.3979400086720377,0.03474355855226014,0.5,1,1,0.5,-1,0,0.0,-1
12,20,-1,0.25,4.008600171761918,0.00033508799731162665,-1.0947439512515487,0.0021606690641952824,0.0,1,0,1.0,1,0,1.0,1
31,46,0,0.19480519480519481,3.717670503002262,0.0002013395873957604,1.1205739312058498,0.006580219422776543,1.5,-1,1,3.5,1,0,2.0,-1
93,151,1,0.23770491803278687,3.5352941200427703,0.01266164670271871,2.137986732723532,0.030343719259615848,7.0,-1,1,0.0,1,0,7.0,-1
28,47,0,0.25333333333333335,4.008600171761918,0.00851557807653435,-0.47860037188462434,0.004052717922637209,0.0,0,2,2.5,-1,1,-1.0,0
41,72,0,0.2743362831858407,4.093421685162235,0.01751187427029241,-1.494850021680094,0.05428681023790647,0.0,0,2,0.0,0,2,-1.0,0
27,37,1,0.15625,3.863322860120456,0.0011898478956253475,-0.5228787452803376,0.043429448190325175,1.0,1,0,0.0,0,2,-1.0,0
48,75,0,0.21951219512195122,3.7788744720027396,0.0014307871450389995,0.3222192947339193,0.004136137922888112,1.5,1,1,4.5,1,0,3.0,1
77,117,1,0.20618556701030927,3.346352974450639,0.00024453518125183097,4.839603729470837,0.0004523900853158873,1.0,-1,0,0.0,0,2,-1.0,0
41,70,0,0.26126126126126126,4.037426497940624,0.011953059134951885,-1.2676062401770316,0.01608498081123155,0.0,0,2,0.5,1,1,-1.0,0
13,20,0,0.21212121212121213,4.079181246047625,0.00025406227191340227,-1.3819519032879073,0.0010464927274777152,2.5,1,0,1.5,1,0,1.0,1
56,85,0,0.20567375886524822,3.503790683057181,0.0008917331838452348,3.039176084376041,0.0019048003592247887,1.5,-1,0,3.5,1,1,2.0,-1
34,52,-1,0.20930232558139536,3.709269960975831,0.00033674786975701357,1.1553360374650619,0.009111073046921365,0.0,1,0,1.0,-1,0,1.0,-1
43,58,0,0.1485148514851485,3.2068258760318495,0.006473955009737915,2.928078209497234,0.002798328814925718,4.5,1,0,0.0,0,2,-1.0,0
90,145,0,0.23404255319148937,3.2355284469075487,0.004822688723460529,2.635483746814912,0.006031867804211831,0.5,1,1,1.5,-1,1,1.0,-1
45,80,0,0.28,4.08278537031645,0.022970947803147203,-1.576754126063192,0.032776942030434096,0.0,0,2,1.5,1,1,-1.0,0
51,87,1,0.2608695652173913,4.041392685158225,0.011844394960997777,-0.5030703519267851,0.006915517227758786,3.0,-1,1,0.0,1,0,3.0,-1
26,48,-1,0.2972972972972973,4.107209969647869,0.02171472409516259,-2.0861861476162833,0.2568692972232648,0.0,1,0,0.0,0,2,-1.0,0
27,49,1,0.2894736842105263,4.217483944213907,0.015345071693914898,-1.7958800173440752,0.10857362047581294,1.0,-1,1,0.0,1,0,1.0,-1
30,53,0,0.27710843373493976,4.110589710299249,0.010099871672168647,-0.9244530386074693,0.05839253538194983,0.0,0,2,0.0,0,2,-1.0,0
17,30,0,0.2765957446808511,4.195899652409234,0.005532413782207029,-0.9956786262173574,0.02579967219227238,0.5,1,1,1.5,-1,0,1.0,-1
47,80,0,0.25984251968503935,4.0,0.008685889638065037,-1.0501222959631251,0.004386812948517695,4.5,1,1,1.5,1,0,3.0,1
46,66,-1,0.17857142857142858,2.4183012913197452,0.011553559308647574,4.879079815470494,0.00039242855167935433,0.0,1,0,2.0,-1,1,2.0,-1
20,30,-1,0.2,3.693726948923647,0.0002611041723183518,1.1287222843384268,0.002260268679050381,0.0,1,0,5.0,1,0,5.0,1
57,86,0,0.20279720279720279,3.5352941200427703,0.0009597528200660782,2.9270622434930003,0.00215760211023617,3.5,1,1,1.5,-1,0,2.0,-1
65,105,1,0.23529411764705882,3.845098040014257,0.02239718685243913,-0.017728766960431602,0.03619120682527099,0.0,0,2,0.0,1,0,-1.0,0
52,85,0,0.24087591240875914,3.848189116991399,0.0005322417480346235,0.3944516808262163,0.005253562281087723,0.0,0,2,3.5,1,1,-1.0,0
77,123,1,0.23,3.7015679850559273,0.01700914770078342,1.6334684555795864,0.060599230033011875,2.0,-1,1,0.0,1,0,2.0,-1
38,67,0,0.2761904761904762,4.089905111439398,0.022597436456754563,-1.408935392973501,0.05567877973118612,0.0,0,2,0.0,0,2,-1.0,0
21,37,1,0.27586206896551724,4.187520720836463,0.007445048261198602,-1.9208187539523751,0.18095603412635491,0.0,0,2,0.0,1,0,-1.0,0
73,110,0,0.20218579234972678,3.0293837776852097,0.0006250593477859887,5.64408391857683,0.00851557807653435,3.5,1,0,5.5,1,0,2.0,1
6,9,0,0.2,3.989894563718773,3.556147241787118e-05,0.38934331125207794,0.0007087629243627121,0.5,1,0,0.0,0,2,-1.0,0
62,98,-1,0.225,3.513217600067939,0.0002864212073901814,0.9822712330395684,0.01357170255947662,0.0,1,0,5.0,-1,1,5.0,-1
19,31,1,0.24,4.139879086401237,0.0002483031494359896,-0.32605800136591223,0.003680461711044507,0.0,-1,1,0.0,1,0,0.0,-1
97,154,0,0.22709163346613545,3.037426497940624,0.003984353044983961,3.526339277389844,0.00697973274487369,1.5,-1,1,0.5,1,0,1.0,-1
53,87,1,0.24285714285714285,3.9722028383790646,0.0005694906319200423,-0.42021640338318983,0.02285760431069746,2.0,-1,1,0.0,1,0,2.0,-1
36,52,-1,0.18181818181818182,3.4638929889859074,0.0003895218549029165,4.003925598527573,0.0013944524927325245,0.0,1,0,2.0,-1,0,2.0,-1
75,116,0,0.21465968586387435,3.3096301674258988,0.002171472409516259,2.7693773260761385,0.022157881729757745,1.5,1,1,4.5,-1,0,3.0,-1
